LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
JPN,FDISTOCK,INWARD,MLN_USD,A,2005,100898.5335,
JPN,FDISTOCK,INWARD,MLN_USD,A,2006,107633.5499,
JPN,FDISTOCK,INWARD,MLN_USD,A,2007,132850.8772,
JPN,FDISTOCK,INWARD,MLN_USD,A,2008,203372.1249,
JPN,FDISTOCK,INWARD,MLN_USD,A,2009,200150.7784,
JPN,FDISTOCK,INWARD,MLN_USD,A,2010,214889.5287,
JPN,FDISTOCK,INWARD,MLN_USD,A,2011,225784.8688,
JPN,FDISTOCK,INWARD,MLN_USD,A,2012,205753.6618,
JPN,FDISTOCK,INWARD,MLN_USD,A,2013,170712.7371,
JPN,FDISTOCK,INWARD,MLN_USD,A,2014,171663.7696,
JPN,FDISTOCK,INWARD,MLN_USD,A,2015,174146.0581,
JPN,FDISTOCK,INWARD,MLN_USD,A,2016,196613.8828,
JPN,FDISTOCK,INWARD,MLN_USD,A,2017,202441.0853,
JPN,FDISTOCK,INWARD,MLN_USD,A,2018,204780.0608,
JPN,FDISTOCK,OUTWARD,MLN_USD,A,2005,386581.3342,
JPN,FDISTOCK,OUTWARD,MLN_USD,A,2006,449567.4229,
JPN,FDISTOCK,OUTWARD,MLN_USD,A,2007,542614.0351,
JPN,FDISTOCK,OUTWARD,MLN_USD,A,2008,680331.3282,
JPN,FDISTOCK,OUTWARD,MLN_USD,A,2009,740965.2427,
JPN,FDISTOCK,OUTWARD,MLN_USD,A,2010,831109.9924,
JPN,FDISTOCK,OUTWARD,MLN_USD,A,2011,955854.3489,
JPN,FDISTOCK,OUTWARD,MLN_USD,A,2012,1037699.552,
JPN,FDISTOCK,OUTWARD,MLN_USD,A,2013,1118008.883,
JPN,FDISTOCK,OUTWARD,MLN_USD,A,2014,1152006.923,
JPN,FDISTOCK,OUTWARD,MLN_USD,A,2015,1228766.805,
JPN,FDISTOCK,OUTWARD,MLN_USD,A,2016,1315221.078,
JPN,FDISTOCK,OUTWARD,MLN_USD,A,2017,1497524.99,
JPN,FDISTOCK,OUTWARD,MLN_USD,A,2018,1567161.077,
JPN,FDISTOCK,INWARD,PC_GDP,A,2005,2.121763032,
JPN,FDISTOCK,INWARD,PC_GDP,A,2006,2.375818937,
JPN,FDISTOCK,INWARD,PC_GDP,A,2007,2.942261955,
JPN,FDISTOCK,INWARD,PC_GDP,A,2008,4.036836176,
JPN,FDISTOCK,INWARD,PC_GDP,A,2009,3.82596279,
JPN,FDISTOCK,INWARD,PC_GDP,A,2010,3.769926849,
JPN,FDISTOCK,INWARD,PC_GDP,A,2011,3.666850997,
JPN,FDISTOCK,INWARD,PC_GDP,A,2012,3.316888497,
JPN,FDISTOCK,INWARD,PC_GDP,A,2013,3.311134683,
JPN,FDISTOCK,INWARD,PC_GDP,A,2014,3.539157427,
JPN,FDISTOCK,INWARD,PC_GDP,A,2015,3.967354508,
JPN,FDISTOCK,INWARD,PC_GDP,A,2016,3.990809179,
JPN,FDISTOCK,INWARD,PC_GDP,A,2017,4.16549677,
JPN,FDISTOCK,INWARD,PC_GDP,A,2018,4.119564226,
JPN,FDISTOCK,OUTWARD,PC_GDP,A,2005,8.129295394,
JPN,FDISTOCK,OUTWARD,PC_GDP,A,2006,9.923400255,
JPN,FDISTOCK,OUTWARD,PC_GDP,A,2007,12.01732849,
JPN,FDISTOCK,OUTWARD,PC_GDP,A,2008,13.50424065,
JPN,FDISTOCK,OUTWARD,PC_GDP,A,2009,14.16384922,
JPN,FDISTOCK,OUTWARD,PC_GDP,A,2010,14.58062612,
JPN,FDISTOCK,OUTWARD,PC_GDP,A,2011,15.52351799,
JPN,FDISTOCK,OUTWARD,PC_GDP,A,2012,16.72842018,
JPN,FDISTOCK,OUTWARD,PC_GDP,A,2013,21.68483766,
JPN,FDISTOCK,OUTWARD,PC_GDP,A,2014,23.75069513,
JPN,FDISTOCK,OUTWARD,PC_GDP,A,2015,27.99347615,
JPN,FDISTOCK,OUTWARD,PC_GDP,A,2016,26.69595998,
JPN,FDISTOCK,OUTWARD,PC_GDP,A,2017,30.8135846,
JPN,FDISTOCK,OUTWARD,PC_GDP,A,2018,31.52660803,
KOR,FDISTOCK,INWARD,MLN_USD,A,2013,166375.1334,
KOR,FDISTOCK,INWARD,MLN_USD,A,2014,168827.3875,
KOR,FDISTOCK,INWARD,MLN_USD,A,2015,168923.1582,
KOR,FDISTOCK,INWARD,MLN_USD,A,2016,174979,
KOR,FDISTOCK,INWARD,MLN_USD,A,2017,210864,
KOR,FDISTOCK,OUTWARD,MLN_USD,A,2013,237932.339,
KOR,FDISTOCK,OUTWARD,MLN_USD,A,2014,242791.7254,
KOR,FDISTOCK,OUTWARD,MLN_USD,A,2015,276100.0873,
KOR,FDISTOCK,OUTWARD,MLN_USD,A,2016,296641,
KOR,FDISTOCK,OUTWARD,MLN_USD,A,2017,343089,
KOR,FDISTOCK,INWARD,PC_GDP,A,2013,12.74314463,
KOR,FDISTOCK,INWARD,PC_GDP,A,2014,11.96225694,
KOR,FDISTOCK,INWARD,PC_GDP,A,2015,12.21634047,
KOR,FDISTOCK,INWARD,PC_GDP,A,2016,12.36771932,
KOR,FDISTOCK,INWARD,PC_GDP,A,2017,13.77520013,
KOR,FDISTOCK,OUTWARD,PC_GDP,A,2013,18.22391451,
KOR,FDISTOCK,OUTWARD,PC_GDP,A,2014,17.20299678,
KOR,FDISTOCK,OUTWARD,PC_GDP,A,2015,19.96726031,
KOR,FDISTOCK,OUTWARD,PC_GDP,A,2016,20.96693104,
KOR,FDISTOCK,OUTWARD,PC_GDP,A,2017,22.41311764,
LUX,FDISTOCK,INWARD,MLN_USD,A,2012,150903.6939,
LUX,FDISTOCK,INWARD,MLN_USD,A,2013,160575.0931,
LUX,FDISTOCK,INWARD,MLN_USD,A,2014,186660.1918,
LUX,FDISTOCK,INWARD,MLN_USD,A,2015,195664.6707,
LUX,FDISTOCK,INWARD,MLN_USD,A,2016,185280.9107,
LUX,FDISTOCK,INWARD,MLN_USD,A,2017,177377.0688,
LUX,FDISTOCK,INWARD,MLN_USD,A,2018,149784.7493,
LUX,FDISTOCK,OUTWARD,MLN_USD,A,2012,100708.4433,
LUX,FDISTOCK,OUTWARD,MLN_USD,A,2013,132421.7349,
LUX,FDISTOCK,OUTWARD,MLN_USD,A,2014,165573.6312,
LUX,FDISTOCK,OUTWARD,MLN_USD,A,2015,179172.564,
LUX,FDISTOCK,OUTWARD,MLN_USD,A,2016,212373.7746,
LUX,FDISTOCK,OUTWARD,MLN_USD,A,2017,247606.1406,
LUX,FDISTOCK,OUTWARD,MLN_USD,A,2018,243217.3117,
LUX,FDISTOCK,INWARD,PC_GDP,A,2012,266.2473869,
LUX,FDISTOCK,INWARD,PC_GDP,A,2013,260.0852828,
LUX,FDISTOCK,INWARD,PC_GDP,A,2014,282.3739474,
LUX,FDISTOCK,INWARD,PC_GDP,A,2015,338.8455535,
LUX,FDISTOCK,INWARD,PC_GDP,A,2016,305.2831298,
LUX,FDISTOCK,INWARD,PC_GDP,A,2017,277.0503735,
LUX,FDISTOCK,INWARD,PC_GDP,A,2018,211.3057986,
LUX,FDISTOCK,OUTWARD,PC_GDP,A,2012,177.6852452,
LUX,FDISTOCK,OUTWARD,PC_GDP,A,2013,214.4849722,
LUX,FDISTOCK,OUTWARD,PC_GDP,A,2014,250.47483,
LUX,FDISTOCK,OUTWARD,PC_GDP,A,2015,310.285073,
LUX,FDISTOCK,OUTWARD,PC_GDP,A,2016,349.9234236,
LUX,FDISTOCK,OUTWARD,PC_GDP,A,2017,386.7431916,
LUX,FDISTOCK,OUTWARD,PC_GDP,A,2018,343.113892,
MEX,FDISTOCK,INWARD,MLN_USD,A,2005,248013.6286,
MEX,FDISTOCK,INWARD,MLN_USD,A,2006,277286.0564,
MEX,FDISTOCK,INWARD,MLN_USD,A,2007,311646.6847,
MEX,FDISTOCK,INWARD,MLN_USD,A,2008,280660.4418,
MEX,FDISTOCK,INWARD,MLN_USD,A,2009,339042.6665,
MEX,FDISTOCK,INWARD,MLN_USD,A,2010,389570.8311,
MEX,FDISTOCK,INWARD,MLN_USD,A,2011,383699.2212,
MEX,FDISTOCK,INWARD,MLN_USD,A,2012,458833.7041,
MEX,FDISTOCK,INWARD,MLN_USD,A,2013,489684.9806,
MEX,FDISTOCK,INWARD,MLN_USD,A,2014,491707.2755,
MEX,FDISTOCK,INWARD,MLN_USD,A,2015,501999.4576,
MEX,FDISTOCK,INWARD,MLN_USD,A,2016,473423.581,
MEX,FDISTOCK,INWARD,MLN_USD,A,2017,490573.999,
MEX,FDISTOCK,OUTWARD,MLN_USD,A,2005,58337.64731,
MEX,FDISTOCK,OUTWARD,MLN_USD,A,2006,75188.09495,
MEX,FDISTOCK,OUTWARD,MLN_USD,A,2007,81328.8932,
MEX,FDISTOCK,OUTWARD,MLN_USD,A,2008,63170.24143,
MEX,FDISTOCK,OUTWARD,MLN_USD,A,2009,84446.65097,
MEX,FDISTOCK,OUTWARD,MLN_USD,A,2010,116906.3183,
MEX,FDISTOCK,OUTWARD,MLN_USD,A,2011,112840.7139,
MEX,FDISTOCK,OUTWARD,MLN_USD,A,2012,151312.0239,
MEX,FDISTOCK,OUTWARD,MLN_USD,A,2013,143766.5875,
MEX,FDISTOCK,OUTWARD,MLN_USD,A,2014,150126.594,
MEX,FDISTOCK,OUTWARD,MLN_USD,A,2015,144825.6171,
MEX,FDISTOCK,OUTWARD,MLN_USD,A,2016,146388.5748,
MEX,FDISTOCK,OUTWARD,MLN_USD,A,2017,172918.6436,
MEX,FDISTOCK,INWARD,PC_GDP,A,2005,28.26440543,
MEX,FDISTOCK,INWARD,PC_GDP,A,2006,28.4284166,
MEX,FDISTOCK,INWARD,PC_GDP,A,2007,29.60459231,
MEX,FDISTOCK,INWARD,PC_GDP,A,2008,25.28501151,
MEX,FDISTOCK,INWARD,PC_GDP,A,2009,37.66944021,
MEX,FDISTOCK,INWARD,PC_GDP,A,2010,36.82838061,
MEX,FDISTOCK,INWARD,PC_GDP,A,2011,32.50346308,
MEX,FDISTOCK,INWARD,PC_GDP,A,2012,38.2013215,
MEX,FDISTOCK,INWARD,PC_GDP,A,2013,38.42342379,
MEX,FDISTOCK,INWARD,PC_GDP,A,2014,37.40445065,
MEX,FDISTOCK,INWARD,PC_GDP,A,2015,42.88515008,
MEX,FDISTOCK,INWARD,PC_GDP,A,2016,43.92375471,
MEX,FDISTOCK,INWARD,PC_GDP,A,2017,42.35552353,
MEX,FDISTOCK,OUTWARD,PC_GDP,A,2005,6.648339952,
MEX,FDISTOCK,OUTWARD,PC_GDP,A,2006,7.708568235,
MEX,FDISTOCK,OUTWARD,PC_GDP,A,2007,7.725763964,
MEX,FDISTOCK,OUTWARD,PC_GDP,A,2008,5.691077343,
MEX,FDISTOCK,OUTWARD,PC_GDP,A,2009,9.382471246,
MEX,FDISTOCK,OUTWARD,PC_GDP,A,2010,11.05182946,
MEX,FDISTOCK,OUTWARD,PC_GDP,A,2011,9.558825704,
MEX,FDISTOCK,OUTWARD,PC_GDP,A,2012,12.59785238,
MEX,FDISTOCK,OUTWARD,PC_GDP,A,2013,11.28073095,
MEX,FDISTOCK,OUTWARD,PC_GDP,A,2014,11.42021494,
MEX,FDISTOCK,OUTWARD,PC_GDP,A,2015,12.37226102,
MEX,FDISTOCK,OUTWARD,PC_GDP,A,2016,13.58178196,
MEX,FDISTOCK,OUTWARD,PC_GDP,A,2017,14.92957167,
NLD,FDISTOCK,INWARD,MLN_USD,A,2005,479405.0961,
NLD,FDISTOCK,INWARD,MLN_USD,A,2006,552748.7159,
NLD,FDISTOCK,INWARD,MLN_USD,A,2007,767458.5603,
NLD,FDISTOCK,INWARD,MLN_USD,A,2008,647455.3932,
NLD,FDISTOCK,INWARD,MLN_USD,A,2009,646342.746,
NLD,FDISTOCK,INWARD,MLN_USD,A,2010,588070.9514,
NLD,FDISTOCK,INWARD,MLN_USD,A,2011,610643.0327,
NLD,FDISTOCK,INWARD,MLN_USD,A,2012,628120.1847,
NLD,FDISTOCK,INWARD,MLN_USD,A,2013,797556.475,
NLD,FDISTOCK,INWARD,MLN_USD,A,2014,1082570.48,
NLD,FDISTOCK,INWARD,MLN_USD,A,2015,1398628.198,B
NLD,FDISTOCK,INWARD,MLN_USD,A,2016,1411221.777,
NLD,FDISTOCK,INWARD,MLN_USD,A,2017,1692688.175,
NLD,FDISTOCK,INWARD,MLN_USD,A,2018,1685057.706,
NLD,FDISTOCK,OUTWARD,MLN_USD,A,2005,637111.0063,
NLD,FDISTOCK,OUTWARD,MLN_USD,A,2006,803915.8435,
NLD,FDISTOCK,OUTWARD,MLN_USD,A,2007,945455.1744,
NLD,FDISTOCK,OUTWARD,MLN_USD,A,2008,898571.7467,
NLD,FDISTOCK,OUTWARD,MLN_USD,A,2009,965221.87,
NLD,FDISTOCK,OUTWARD,MLN_USD,A,2010,968130.2779,
NLD,FDISTOCK,OUTWARD,MLN_USD,A,2011,996012.162,
NLD,FDISTOCK,OUTWARD,MLN_USD,A,2012,1001416.491,
NLD,FDISTOCK,OUTWARD,MLN_USD,A,2013,1147500.621,
NLD,FDISTOCK,OUTWARD,MLN_USD,A,2014,1612101.4,
NLD,FDISTOCK,OUTWARD,MLN_USD,A,2015,2031456.287,B
NLD,FDISTOCK,OUTWARD,MLN_USD,A,2016,2205837.462,
NLD,FDISTOCK,OUTWARD,MLN_USD,A,2017,2531182.178,
NLD,FDISTOCK,OUTWARD,MLN_USD,A,2018,2380454.316,
NLD,FDISTOCK,INWARD,PC_GDP,A,2005,69.97842226,
NLD,FDISTOCK,INWARD,PC_GDP,A,2006,75.37791197,
NLD,FDISTOCK,INWARD,PC_GDP,A,2007,90.56220753,
NLD,FDISTOCK,INWARD,PC_GDP,A,2008,68.29461947,
NLD,FDISTOCK,INWARD,PC_GDP,A,2009,74.46130538,
NLD,FDISTOCK,INWARD,PC_GDP,A,2010,69.46636909,
NLD,FDISTOCK,INWARD,PC_GDP,A,2011,67.54258253,
NLD,FDISTOCK,INWARD,PC_GDP,A,2012,74.8678989,
NLD,FDISTOCK,INWARD,PC_GDP,A,2013,90.94937871,
NLD,FDISTOCK,INWARD,PC_GDP,A,2014,121.5031651,
NLD,FDISTOCK,INWARD,PC_GDP,A,2015,182.763929,B
NLD,FDISTOCK,INWARD,PC_GDP,A,2016,180.111166,
NLD,FDISTOCK,INWARD,PC_GDP,A,2017,203.4945935,
NLD,FDISTOCK,INWARD,PC_GDP,A,2018,184.4297082,
NLD,FDISTOCK,OUTWARD,PC_GDP,A,2005,92.99864223,
NLD,FDISTOCK,OUTWARD,PC_GDP,A,2006,109.6293776,
NLD,FDISTOCK,OUTWARD,PC_GDP,A,2007,111.5662945,
NLD,FDISTOCK,OUTWARD,PC_GDP,A,2008,94.78276983,
NLD,FDISTOCK,OUTWARD,PC_GDP,A,2009,111.1974736,
NLD,FDISTOCK,OUTWARD,PC_GDP,A,2010,114.3611924,
NLD,FDISTOCK,OUTWARD,PC_GDP,A,2011,110.1678559,
NLD,FDISTOCK,OUTWARD,PC_GDP,A,2012,119.3624252,
NLD,FDISTOCK,OUTWARD,PC_GDP,A,2013,130.8552708,
NLD,FDISTOCK,OUTWARD,PC_GDP,A,2014,180.9354921,
NLD,FDISTOCK,OUTWARD,PC_GDP,A,2015,265.4579202,B
NLD,FDISTOCK,OUTWARD,PC_GDP,A,2016,281.5262376,
NLD,FDISTOCK,OUTWARD,PC_GDP,A,2017,304.2981549,
NLD,FDISTOCK,OUTWARD,PC_GDP,A,2018,260.540926,
NZL,FDISTOCK,INWARD,MLN_USD,A,2005,44093.07713,
NZL,FDISTOCK,INWARD,MLN_USD,A,2006,50121.41748,
NZL,FDISTOCK,INWARD,MLN_USD,A,2007,58966.71827,
NZL,FDISTOCK,INWARD,MLN_USD,A,2008,44113.73366,
NZL,FDISTOCK,INWARD,MLN_USD,A,2009,56459.29561,
NZL,FDISTOCK,INWARD,MLN_USD,A,2010,57364.21489,
NZL,FDISTOCK,INWARD,MLN_USD,A,2011,64432.70343,
NZL,FDISTOCK,INWARD,MLN_USD,A,2012,71579.03371,
NZL,FDISTOCK,INWARD,MLN_USD,A,2013,75343.66798,
NZL,FDISTOCK,INWARD,MLN_USD,A,2014,76621.78032,
NZL,FDISTOCK,INWARD,MLN_USD,A,2015,66479.49052,
NZL,FDISTOCK,INWARD,MLN_USD,A,2016,69960.28151,
NZL,FDISTOCK,INWARD,MLN_USD,A,2017,75308.01987,
NZL,FDISTOCK,INWARD,MLN_USD,A,2018,75157.76047,
NZL,FDISTOCK,OUTWARD,MLN_USD,A,2005,11777.73235,
NZL,FDISTOCK,OUTWARD,MLN_USD,A,2006,12768.60088,
NZL,FDISTOCK,OUTWARD,MLN_USD,A,2007,14995.35604,
NZL,FDISTOCK,OUTWARD,MLN_USD,A,2008,13870.76247,
NZL,FDISTOCK,OUTWARD,MLN_USD,A,2009,13801.24134,
NZL,FDISTOCK,OUTWARD,MLN_USD,A,2010,16052.98209,
NZL,FDISTOCK,OUTWARD,MLN_USD,A,2011,19099.8843,
NZL,FDISTOCK,OUTWARD,MLN_USD,A,2012,19129.68583,
NZL,FDISTOCK,OUTWARD,MLN_USD,A,2013,18385.00656,
NZL,FDISTOCK,OUTWARD,MLN_USD,A,2014,17995.77233,
NZL,FDISTOCK,OUTWARD,MLN_USD,A,2015,17025.95357,
NZL,FDISTOCK,OUTWARD,MLN_USD,A,2016,16888.02174,
NZL,FDISTOCK,OUTWARD,MLN_USD,A,2017,17799.85806,
NZL,FDISTOCK,OUTWARD,MLN_USD,A,2018,17277.7927,
NZL,FDISTOCK,INWARD,PC_GDP,A,2005,38.43508649,
NZL,FDISTOCK,INWARD,PC_GDP,A,2006,44.90683572,
NZL,FDISTOCK,INWARD,PC_GDP,A,2007,42.94153761,
NZL,FDISTOCK,INWARD,PC_GDP,A,2008,33.09923502,
NZL,FDISTOCK,INWARD,PC_GDP,A,2009,46.52971487,
NZL,FDISTOCK,INWARD,PC_GDP,A,2010,39.13407545,
NZL,FDISTOCK,INWARD,PC_GDP,A,2011,38.24761871,
NZL,FDISTOCK,INWARD,PC_GDP,A,2012,40.62537918,
NZL,FDISTOCK,INWARD,PC_GDP,A,2013,39.49152445,
NZL,FDISTOCK,INWARD,PC_GDP,A,2014,38.15179716,
NZL,FDISTOCK,INWARD,PC_GDP,A,2015,37.51492766,
NZL,FDISTOCK,INWARD,PC_GDP,A,2016,37.24183755,
NZL,FDISTOCK,INWARD,PC_GDP,A,2017,37.17247766,
NZL,FDISTOCK,INWARD,PC_GDP,A,2018,36.65786959,
NZL,FDISTOCK,OUTWARD,PC_GDP,A,2005,10.26642255,
NZL,FDISTOCK,OUTWARD,PC_GDP,A,2006,11.44016851,
NZL,FDISTOCK,OUTWARD,PC_GDP,A,2007,10.9201201,
NZL,FDISTOCK,OUTWARD,PC_GDP,A,2008,10.40745339,
NZL,FDISTOCK,OUTWARD,PC_GDP,A,2009,11.37399639,
NZL,FDISTOCK,OUTWARD,PC_GDP,A,2010,10.95140261,
NZL,FDISTOCK,OUTWARD,PC_GDP,A,2011,11.3377998,
NZL,FDISTOCK,OUTWARD,PC_GDP,A,2012,10.8572399,
NZL,FDISTOCK,OUTWARD,PC_GDP,A,2013,9.636535567,
NZL,FDISTOCK,OUTWARD,PC_GDP,A,2014,8.960520794,
NZL,FDISTOCK,OUTWARD,PC_GDP,A,2015,9.607886756,
NZL,FDISTOCK,OUTWARD,PC_GDP,A,2016,8.989971861,
NZL,FDISTOCK,OUTWARD,PC_GDP,A,2017,8.786113711,
NZL,FDISTOCK,OUTWARD,PC_GDP,A,2018,8.427167966,
NOR,FDISTOCK,INWARD,MLN_USD,A,2013,190836.0335,
NOR,FDISTOCK,INWARD,MLN_USD,A,2014,173127.3191,
NOR,FDISTOCK,INWARD,MLN_USD,A,2015,147486.6061,
NOR,FDISTOCK,INWARD,MLN_USD,A,2016,147524.3619,
NOR,FDISTOCK,INWARD,MLN_USD,A,2017,145487.8197,
NOR,FDISTOCK,INWARD,MLN_USD,A,2018,134927.8481,
NOR,FDISTOCK,OUTWARD,MLN_USD,A,2013,181736.3772,
NOR,FDISTOCK,OUTWARD,MLN_USD,A,2014,162027.8576,
NOR,FDISTOCK,OUTWARD,MLN_USD,A,2015,172431.6686,
NOR,FDISTOCK,OUTWARD,MLN_USD,A,2016,192012.993,
NOR,FDISTOCK,OUTWARD,MLN_USD,A,2017,200887.4543,
NOR,FDISTOCK,OUTWARD,MLN_USD,A,2018,196080.0921,
NOR,FDISTOCK,INWARD,PC_GDP,A,2013,36.50537262,
NOR,FDISTOCK,INWARD,PC_GDP,A,2014,34.73591708,
NOR,FDISTOCK,INWARD,PC_GDP,A,2015,38.22861443,
NOR,FDISTOCK,INWARD,PC_GDP,A,2016,39.99824361,
NOR,FDISTOCK,INWARD,PC_GDP,A,2017,36.51857702,
NOR,FDISTOCK,INWARD,PC_GDP,A,2018,31.0774362,
NOR,FDISTOCK,OUTWARD,PC_GDP,A,2013,34.76468279,
NOR,FDISTOCK,OUTWARD,PC_GDP,A,2014,32.50894346,
NOR,FDISTOCK,OUTWARD,PC_GDP,A,2015,44.69438918,
NOR,FDISTOCK,OUTWARD,PC_GDP,A,2016,52.0604351,
NOR,FDISTOCK,OUTWARD,PC_GDP,A,2017,50.42431721,
NOR,FDISTOCK,OUTWARD,PC_GDP,A,2018,45.16240818,
POL,FDISTOCK,INWARD,MLN_USD,A,2005,86337.53992,
POL,FDISTOCK,INWARD,MLN_USD,A,2006,115795.8119,
POL,FDISTOCK,INWARD,MLN_USD,A,2007,164376.8146,
POL,FDISTOCK,INWARD,MLN_USD,A,2008,148402.2879,
POL,FDISTOCK,INWARD,MLN_USD,A,2009,167381.4152,
POL,FDISTOCK,INWARD,MLN_USD,A,2010,187602.1904,
POL,FDISTOCK,INWARD,MLN_USD,A,2011,164424.4162,
POL,FDISTOCK,INWARD,MLN_USD,A,2012,198953.3166,
POL,FDISTOCK,INWARD,MLN_USD,A,2013,229166.8327,
POL,FDISTOCK,INWARD,MLN_USD,A,2014,211951.3308,
POL,FDISTOCK,INWARD,MLN_USD,A,2015,183869.0882,
POL,FDISTOCK,INWARD,MLN_USD,A,2016,186734.5248,
POL,FDISTOCK,INWARD,MLN_USD,A,2017,238990.4183,
POL,FDISTOCK,INWARD,MLN_USD,A,2018,227957.0059,
POL,FDISTOCK,OUTWARD,MLN_USD,A,2005,1776.281641,
POL,FDISTOCK,OUTWARD,MLN_USD,A,2006,4402.189048,
POL,FDISTOCK,OUTWARD,MLN_USD,A,2007,7279.603166,
POL,FDISTOCK,OUTWARD,MLN_USD,A,2008,8204.117682,
POL,FDISTOCK,OUTWARD,MLN_USD,A,2009,11502.65281,
POL,FDISTOCK,OUTWARD,MLN_USD,A,2010,16406.54922,
POL,FDISTOCK,OUTWARD,MLN_USD,A,2011,18927.60578,
POL,FDISTOCK,OUTWARD,MLN_USD,A,2012,26102.10995,
POL,FDISTOCK,OUTWARD,MLN_USD,A,2013,27725,
POL,FDISTOCK,OUTWARD,MLN_USD,A,2014,21796.59008,
POL,FDISTOCK,OUTWARD,MLN_USD,A,2015,22280.7926,
POL,FDISTOCK,OUTWARD,MLN_USD,A,2016,25387.86464,
POL,FDISTOCK,OUTWARD,MLN_USD,A,2017,28478.06692,
POL,FDISTOCK,OUTWARD,MLN_USD,A,2018,25043.30151,
POL,FDISTOCK,INWARD,PC_GDP,A,2005,28.20319551,
POL,FDISTOCK,INWARD,PC_GDP,A,2006,33.58802132,
POL,FDISTOCK,INWARD,PC_GDP,A,2007,38.31129064,
POL,FDISTOCK,INWARD,PC_GDP,A,2008,27.80075928,
POL,FDISTOCK,INWARD,PC_GDP,A,2009,38.05936947,
POL,FDISTOCK,INWARD,PC_GDP,A,2010,39.13911443,
POL,FDISTOCK,INWARD,PC_GDP,A,2011,31.09248247,
POL,FDISTOCK,INWARD,PC_GDP,A,2012,39.76247967,
POL,FDISTOCK,INWARD,PC_GDP,A,2013,43.71480709,
POL,FDISTOCK,INWARD,PC_GDP,A,2014,38.86291987,
POL,FDISTOCK,INWARD,PC_GDP,A,2015,38.50005218,
POL,FDISTOCK,INWARD,PC_GDP,A,2016,39.55912229,
POL,FDISTOCK,INWARD,PC_GDP,A,2017,45.40296812,
POL,FDISTOCK,INWARD,PC_GDP,A,2018,38.92302322,
POL,FDISTOCK,OUTWARD,PC_GDP,A,2005,0.580243756,
POL,FDISTOCK,OUTWARD,PC_GDP,A,2006,1.276909909,
POL,FDISTOCK,OUTWARD,PC_GDP,A,2007,1.696656511,
POL,FDISTOCK,OUTWARD,PC_GDP,A,2008,1.536908251,
POL,FDISTOCK,OUTWARD,PC_GDP,A,2009,2.615485792,
POL,FDISTOCK,OUTWARD,PC_GDP,A,2010,3.422869455,
POL,FDISTOCK,OUTWARD,PC_GDP,A,2011,3.57919015,
POL,FDISTOCK,OUTWARD,PC_GDP,A,2012,5.216724376,
POL,FDISTOCK,OUTWARD,PC_GDP,A,2013,5.288693013,
POL,FDISTOCK,OUTWARD,PC_GDP,A,2014,3.996573792,
POL,FDISTOCK,OUTWARD,PC_GDP,A,2015,4.665339269,
POL,FDISTOCK,OUTWARD,PC_GDP,A,2016,5.378339346,
POL,FDISTOCK,OUTWARD,PC_GDP,A,2017,5.410211731,
POL,FDISTOCK,OUTWARD,PC_GDP,A,2018,4.276073913,
PRT,FDISTOCK,INWARD,MLN_USD,A,2005,56709.92096,
PRT,FDISTOCK,INWARD,MLN_USD,A,2006,77177.66364,
PRT,FDISTOCK,INWARD,MLN_USD,A,2007,95867.80509,
PRT,FDISTOCK,INWARD,MLN_USD,A,2008,79459.98608,
PRT,FDISTOCK,INWARD,MLN_USD,A,2009,92568.79412,
PRT,FDISTOCK,INWARD,MLN_USD,A,2010,90877.8728,
PRT,FDISTOCK,INWARD,MLN_USD,A,2011,92308.18993,
PRT,FDISTOCK,INWARD,MLN_USD,A,2012,105725.5937,
PRT,FDISTOCK,INWARD,MLN_USD,A,2013,132122.4659,
PRT,FDISTOCK,INWARD,MLN_USD,A,2014,123728.2991,
PRT,FDISTOCK,INWARD,MLN_USD,A,2015,123513.337,
PRT,FDISTOCK,INWARD,MLN_USD,A,2016,123643.9338,
PRT,FDISTOCK,INWARD,MLN_USD,A,2017,151947.7093,
PRT,FDISTOCK,INWARD,MLN_USD,A,2018,147943.6684,
PRT,FDISTOCK,OUTWARD,MLN_USD,A,2005,40248.90881,
PRT,FDISTOCK,OUTWARD,MLN_USD,A,2006,49719.47847,
PRT,FDISTOCK,OUTWARD,MLN_USD,A,2007,58711.90932,
PRT,FDISTOCK,OUTWARD,MLN_USD,A,2008,51820.45929,
PRT,FDISTOCK,OUTWARD,MLN_USD,A,2009,53760.26509,
PRT,FDISTOCK,OUTWARD,MLN_USD,A,2010,52494.65526,
PRT,FDISTOCK,OUTWARD,MLN_USD,A,2011,63081.89934,
PRT,FDISTOCK,OUTWARD,MLN_USD,A,2012,57940.63325,
PRT,FDISTOCK,OUTWARD,MLN_USD,A,2013,71461.86733,
PRT,FDISTOCK,OUTWARD,MLN_USD,A,2014,56918.78111,
PRT,FDISTOCK,OUTWARD,MLN_USD,A,2015,58877.51769,
PRT,FDISTOCK,OUTWARD,MLN_USD,A,2016,58121.64014,
PRT,FDISTOCK,OUTWARD,MLN_USD,A,2017,63283.76109,
PRT,FDISTOCK,OUTWARD,MLN_USD,A,2018,56833.06618,
PRT,FDISTOCK,INWARD,PC_GDP,A,2005,28.76115426,
PRT,FDISTOCK,INWARD,PC_GDP,A,2006,37.00306545,
PRT,FDISTOCK,INWARD,PC_GDP,A,2007,39.91523184,
